address
"б-р Богдана Хмельницкого, д. 24, кв. 1"
"б-р Шевченко, д. 228, кв. 72/2"
"б-р Шевченко, д. 228, кв. 82"
"б-р Шевченко, д. 262, кв. 1"
"б-р Шевченко, д. 262, кв. 10"
"б-р Шевченко, д. 262, кв. 100"
"б-р Шевченко, д. 262, кв. 103"
"б-р Шевченко, д. 262, кв. 106"
"б-р Шевченко, д. 262, кв. 107"
"б-р Шевченко, д. 262, кв. 113"
"б-р Шевченко, д. 262, кв. 115"
"б-р Шевченко, д. 262, кв. 116"
"б-р Шевченко, д. 262, кв. 118"
"б-р Шевченко, д. 262, кв. 12"
"б-р Шевченко, д. 262, кв. 124"
"б-р Шевченко, д. 262, кв. 125"
"б-р Шевченко, д. 262, кв. 126"
"б-р Шевченко, д. 262, кв. 127"
"б-р Шевченко, д. 262, кв. 132"
"б-р Шевченко, д. 262, кв. 133"
"б-р Шевченко, д. 262, кв. 136"
"б-р Шевченко, д. 262, кв. 140"
"б-р Шевченко, д. 262, кв. 141"
"б-р Шевченко, д. 262, кв. 142"
"б-р Шевченко, д. 262, кв. 145"
"б-р Шевченко, д. 262, кв. 149"
"б-р Шевченко, д. 262, кв. 153"
"б-р Шевченко, д. 262, кв. 154"
"б-р Шевченко, д. 262, кв. 157"
"б-р Шевченко, д. 262, кв. 158"
"б-р Шевченко, д. 262, кв. 16"
"б-р Шевченко, д. 262, кв. 164"
"б-р Шевченко, д. 262, кв. 165"
"б-р Шевченко, д. 262, кв. 167"
"б-р Шевченко, д. 262, кв. 17"
"б-р Шевченко, д. 262, кв. 170"
"б-р Шевченко, д. 262, кв. 171"
"б-р Шевченко, д. 262, кв. 178"
"б-р Шевченко, д. 262, кв. 181"
"б-р Шевченко, д. 262, кв. 182"
"б-р Шевченко, д. 262, кв. 186"
"б-р Шевченко, д. 262, кв. 19"
"б-р Шевченко, д. 262, кв. 192"
"б-р Шевченко, д. 262, кв. 196"
"б-р Шевченко, д. 262, кв. 199"
"б-р Шевченко, д. 262, кв. 2"
"б-р Шевченко, д. 262, кв. 20"
"б-р Шевченко, д. 262, кв. 201"
"б-р Шевченко, д. 262, кв. 202"
"б-р Шевченко, д. 262, кв. 206"
"б-р Шевченко, д. 262, кв. 207"
"б-р Шевченко, д. 262, кв. 209"
"б-р Шевченко, д. 262, кв. 210"
"б-р Шевченко, д. 262, кв. 211"
"б-р Шевченко, д. 262, кв. 214"
"б-р Шевченко, д. 262, кв. 216"
"б-р Шевченко, д. 262, кв. 23"
"б-р Шевченко, д. 262, кв. 24"
"б-р Шевченко, д. 262, кв. 27"
"б-р Шевченко, д. 262, кв. 29"
"б-р Шевченко, д. 262, кв. 34"
"б-р Шевченко, д. 262, кв. 37"
"б-р Шевченко, д. 262, кв. 43"
"б-р Шевченко, д. 262, кв. 44"
"б-р Шевченко, д. 262, кв. 45"
"б-р Шевченко, д. 262, кв. 52"
"б-р Шевченко, д. 262, кв. 54"
"б-р Шевченко, д. 262, кв. 55"
"б-р Шевченко, д. 262, кв. 56"
"б-р Шевченко, д. 262, кв. 57"
"б-р Шевченко, д. 262, кв. 60"
"б-р Шевченко, д. 262, кв. 67"
"б-р Шевченко, д. 262, кв. 70"
"б-р Шевченко, д. 262, кв. 71"
"б-р Шевченко, д. 262, кв. 72"
"б-р Шевченко, д. 262, кв. 75"
"б-р Шевченко, д. 262, кв. 77"
"б-р Шевченко, д. 262, кв. 8"
"б-р Шевченко, д. 262, кв. 81"
"б-р Шевченко, д. 262, кв. 82"
"б-р Шевченко, д. 262, кв. 83"
"б-р Шевченко, д. 262, кв. 84"
"б-р Шевченко, д. 262, кв. 85"
"б-р Шевченко, д. 262, кв. 86"
"б-р Шевченко, д. 262, кв. 88"
"б-р Шевченко, д. 262, кв. 92"
"б-р Шевченко, д. 262, кв. 97"
"б-р Шевченко, д. 262, кв. 98"
"б-р Шевченко, д. 264, кв. 10"
"б-р Шевченко, д. 264, кв. 102"
"б-р Шевченко, д. 264, кв. 109"
"б-р Шевченко, д. 264, кв. 11"
"б-р Шевченко, д. 264, кв. 119"
"б-р Шевченко, д. 264, кв. 122"
"б-р Шевченко, д. 264, кв. 128"
"б-р Шевченко, д. 264, кв. 131"
"б-р Шевченко, д. 264, кв. 139"
"б-р Шевченко, д. 264, кв. 145"
"б-р Шевченко, д. 264, кв. 146"
"б-р Шевченко, д. 264, кв. 147"
"б-р Шевченко, д. 264, кв. 148"
"б-р Шевченко, д. 264, кв. 150"
"б-р Шевченко, д. 264, кв. 152"
"б-р Шевченко, д. 264, кв. 158"
"б-р Шевченко, д. 264, кв. 160"
"б-р Шевченко, д. 264, кв. 161"
"б-р Шевченко, д. 264, кв. 162"
"б-р Шевченко, д. 264, кв. 175"
"б-р Шевченко, д. 264, кв. 178"
"б-р Шевченко, д. 264, кв. 18"
"б-р Шевченко, д. 264, кв. 181"
"б-р Шевченко, д. 264, кв. 183"
"б-р Шевченко, д. 264, кв. 184"
"б-р Шевченко, д. 264, кв. 186"
"б-р Шевченко, д. 264, кв. 189"
"б-р Шевченко, д. 264, кв. 19"
"б-р Шевченко, д. 264, кв. 194"
"б-р Шевченко, д. 264, кв. 198"
"б-р Шевченко, д. 264, кв. 2"
"б-р Шевченко, д. 264, кв. 206"
"б-р Шевченко, д. 264, кв. 209"
"б-р Шевченко, д. 264, кв. 210"
"б-р Шевченко, д. 264, кв. 212"
"б-р Шевченко, д. 264, кв. 214"
"б-р Шевченко, д. 264, кв. 22"
"б-р Шевченко, д. 264, кв. 24"
"б-р Шевченко, д. 264, кв. 3"
"б-р Шевченко, д. 264, кв. 33"
"б-р Шевченко, д. 264, кв. 38"
"б-р Шевченко, д. 264, кв. 41"
"б-р Шевченко, д. 264, кв. 42"
"б-р Шевченко, д. 264, кв. 45"
"б-р Шевченко, д. 264, кв. 46"
"б-р Шевченко, д. 264, кв. 47"
"б-р Шевченко, д. 264, кв. 48"
"б-р Шевченко, д. 264, кв. 52"
"б-р Шевченко, д. 264, кв. 53"
"б-р Шевченко, д. 264, кв. 55"
"б-р Шевченко, д. 264, кв. 57"
"б-р Шевченко, д. 264, кв. 60"
"б-р Шевченко, д. 264, кв. 62"
"б-р Шевченко, д. 264, кв. 66"
"б-р Шевченко, д. 264, кв. 67"
"б-р Шевченко, д. 264, кв. 70"
"б-р Шевченко, д. 264, кв. 73"
"б-р Шевченко, д. 264, кв. 77"
"б-р Шевченко, д. 264, кв. 78"
"б-р Шевченко, д. 264, кв. 8"
"б-р Шевченко, д. 264, кв. 80"
"б-р Шевченко, д. 264, кв. 85"
"б-р Шевченко, д. 264, кв. 86"
"б-р Шевченко, д. 264, кв. 9"
"б-р Шевченко, д. 264, кв. 90"
"б-р Шевченко, д. 264, кв. 92"
"б-р Шевченко, д. 264, кв. 94"
"б-р Шевченко, д. 270, кв. 1"
"б-р Шевченко, д. 270, кв. 106"
"б-р Шевченко, д. 270, кв. 11"
"б-р Шевченко, д. 270, кв. 16"
"б-р Шевченко, д. 270, кв. 17"
"б-р Шевченко, д. 270, кв. 18"
"б-р Шевченко, д. 270, кв. 20"
"б-р Шевченко, д. 270, кв. 22"
"б-р Шевченко, д. 270, кв. 23"
"б-р Шевченко, д. 270, кв. 28"
"б-р Шевченко, д. 270, кв. 3"
"б-р Шевченко, д. 270, кв. 30"
"б-р Шевченко, д. 270, кв. 38"
"б-р Шевченко, д. 270, кв. 4"
"б-р Шевченко, д. 270, кв. 40"
"б-р Шевченко, д. 270, кв. 46"
"б-р Шевченко, д. 270, кв. 53"
"б-р Шевченко, д. 270, кв. 58"
"б-р Шевченко, д. 270, кв. 6"
"б-р Шевченко, д. 270, кв. 61"
"б-р Шевченко, д. 270, кв. 64"
"б-р Шевченко, д. 270, кв. 65"
"б-р Шевченко, д. 270, кв. 66"
"б-р Шевченко, д. 270, кв. 67"
"б-р Шевченко, д. 270, кв. 7"
"б-р Шевченко, д. 270, кв. 72"
"б-р Шевченко, д. 270, кв. 74"
"б-р Шевченко, д. 270, кв. 77"
"б-р Шевченко, д. 270, кв. 78"
"б-р Шевченко, д. 270, кв. 8"
"б-р Шевченко, д. 270, кв. 80"
"б-р Шевченко, д. 270, кв. 81"
"б-р Шевченко, д. 270, кв. 82"
"б-р Шевченко, д. 270, кв. 84"
"б-р Шевченко, д. 270, кв. 85"
"б-р Шевченко, д. 270, кв. 86"
"б-р Шевченко, д. 270, кв. 9"
"б-р Шевченко, д. 270, кв. 90"
"б-р Шевченко, д. 270, кв. 91"
"б-р Шевченко, д. 270, кв. 94"
"б-р Шевченко, д. 270, кв. 95"
"б-р Шевченко, д. 270, кв. 97"
"б-р Шевченко, д. 270, кв. 98"
"б-р Шевченко, д. 289, кв. 100"
"б-р Шевченко, д. 289, кв. 102"
"б-р Шевченко, д. 289, кв. 103"
"б-р Шевченко, д. 289, кв. 106"
"б-р Шевченко, д. 289, кв. 109"
"б-р Шевченко, д. 289, кв. 11"
"б-р Шевченко, д. 289, кв. 111"
"б-р Шевченко, д. 289, кв. 116"
"б-р Шевченко, д. 289, кв. 118"
"б-р Шевченко, д. 289, кв. 126"
"б-р Шевченко, д. 289, кв. 127"
"б-р Шевченко, д. 289, кв. 128"
"б-р Шевченко, д. 289, кв. 18"
"б-р Шевченко, д. 289, кв. 19"
"б-р Шевченко, д. 289, кв. 2"
"б-р Шевченко, д. 289, кв. 22"
"б-р Шевченко, д. 289, кв. 23"
"б-р Шевченко, д. 289, кв. 3"
"б-р Шевченко, д. 289, кв. 36"
"б-р Шевченко, д. 289, кв. 37"
"б-р Шевченко, д. 289, кв. 39"
"б-р Шевченко, д. 289, кв. 47"
"б-р Шевченко, д. 289, кв. 49"
"б-р Шевченко, д. 289, кв. 52"
"б-р Шевченко, д. 289, кв. 56"
"б-р Шевченко, д. 289, кв. 58"
"б-р Шевченко, д. 289, кв. 62"
"б-р Шевченко, д. 289, кв. 64"
"б-р Шевченко, д. 289, кв. 7"
"б-р Шевченко, д. 289, кв. 70"
"б-р Шевченко, д. 289, кв. 71"
"б-р Шевченко, д. 289, кв. 74"
"б-р Шевченко, д. 289, кв. 76"
"б-р Шевченко, д. 289, кв. 78"
"б-р Шевченко, д. 289, кв. 8"
"б-р Шевченко, д. 289, кв. 80"
"б-р Шевченко, д. 289, кв. 84"
"б-р Шевченко, д. 289, кв. 86"
"б-р Шевченко, д. 289, кв. 90"
"б-р Шевченко, д. 289, кв. 93"
"б-р Шевченко, д. 299, кв. 80"
"б-р Шевченко, д. 307, кв. 69"
"б-р Шевченко, д. 323, кв.17"
"б-р Шевченко, д. 329, кв. 64"
"б-р Шевченко, д. 331, кв. 45"
"б-р Шевченко, д. 347, кв. 31"
"б-р Шевченко, д. 64А, кв. 1"
"б-р Шевченко, д. 64А, кв. 100"
"б-р Шевченко, д. 64А, кв. 101"
"б-р Шевченко, д. 64А, кв. 104"
"б-р Шевченко, д. 64А, кв. 107"
"б-р Шевченко, д. 64А, кв. 108"
"б-р Шевченко, д. 64а, кв. 109"
"б-р Шевченко, д. 64А, кв. 110"
"б-р Шевченко, д. 64А, кв. 113"
"б-р Шевченко, д. 64А, кв. 114"
"б-р Шевченко, д. 64А, кв. 116"
"б-р Шевченко, д. 64А, кв. 118"
"б-р Шевченко, д. 64А, кв. 12"
"б-р Шевченко, д. 64А, кв. 123"
"б-р Шевченко, д. 64А, кв. 125"
"б-р Шевченко, д. 64А, кв. 126"
"б-р Шевченко, д. 64А, кв. 127"
"б-р Шевченко, д. 64А, кв. 128"
"б-р Шевченко, д. 64А, кв. 129"
"б-р Шевченко, д. 64А, кв. 130"
"б-р Шевченко, д. 64А, кв. 131"
"б-р Шевченко, д. 64А, кв. 132"
"б-р Шевченко, д. 64А, кв. 133"
"б-р Шевченко, д. 64А, кв. 14"
"б-р Шевченко, д. 64А, кв. 16"
"б-р Шевченко, д. 64А, кв. 17"
"б-р Шевченко, д. 64А, кв. 21"
"б-р Шевченко, д. 64А, кв. 29"
"б-р Шевченко, д. 64А, кв. 3"
"б-р Шевченко, д. 64А, кв. 31"
"б-р Шевченко, д. 64А, кв. 33"
"б-р Шевченко, д. 64А, кв. 35"
"б-р Шевченко, д. 64А, кв. 4"
"б-р Шевченко, д. 64А, кв. 41"
"б-р Шевченко, д. 64а, кв. 43"
"б-р Шевченко, д. 64А, кв. 44"
"б-р Шевченко, д. 64А, кв. 45"
"б-р Шевченко, д. 64А, кв. 47"
"б-р Шевченко, д. 64А, кв. 49"
"б-р Шевченко, д. 64А, кв. 5"
"б-р Шевченко, д. 64А, кв. 50"
"б-р Шевченко, д. 64А, кв. 52"
"б-р Шевченко, д. 64А, кв. 53"
"б-р Шевченко, д. 64А, кв. 54"
"б-р Шевченко, д. 64А, кв. 56"
"б-р Шевченко, д. 64А, кв. 57"
"б-р Шевченко, д. 64А, кв. 58"
"б-р Шевченко, д. 64А, кв. 59"
"б-р Шевченко, д. 64А, кв. 6"
"б-р Шевченко, д. 64А, кв. 60"
"б-р Шевченко, д. 64А, кв. 61"
"б-р Шевченко, д. 64А, кв. 62"
"б-р Шевченко, д. 64А, кв. 66"
"б-р Шевченко, д. 64А, кв. 7"
"б-р Шевченко, д. 64А, кв. 70"
"б-р Шевченко, д. 64А, кв. 72"
"б-р Шевченко, д. 64А, кв. 76"
"б-р Шевченко, д. 64А, кв. 78"
"б-р Шевченко, д. 64А, кв. 81"
"б-р Шевченко, д. 64А, кв. 86"
"б-р Шевченко, д. 64А, кв. 88"
"б-р Шевченко, д. 64А, кв. 89"
"б-р Шевченко, д. 64А, кв. 90"
"б-р Шевченко, д. 64А, кв. 92"
"б-р Шевченко, д. 64А, кв. 93"
"б-р Шевченко, д. 64А, кв. 94"
"б-р Шевченко, д. 64А, кв. 95"
"б-р Шевченко, д. 64А, кв. 97"
"б-р Шевченко, д. 72, кв. 100"
"б-р Шевченко, д. 72, кв. 101"
"б-р Шевченко, д. 72, кв. 102"
"б-р Шевченко, д. 72, кв. 104"
"б-р Шевченко, д. 72, кв. 105"
"б-р Шевченко, д. 72, кв. 110"
"б-р Шевченко, д. 72, кв. 112"
"б-р Шевченко, д. 72, кв. 115"
"б-р Шевченко, д. 72, кв. 128"
"б-р Шевченко, д. 72, кв. 130"
"б-р Шевченко, д. 72, кв. 132"
"б-р Шевченко, д. 72, кв. 133"
"б-р Шевченко, д. 72, кв. 134"
"б-р Шевченко, д. 72, кв. 140"
"б-р Шевченко, д. 72, кв. 143"
"б-р Шевченко, д. 72, кв. 16"
"б-р Шевченко, д. 72, кв. 24"
"б-р Шевченко, д. 72, кв. 26"
"б-р Шевченко, д. 72, кв. 32"
"б-р Шевченко, д. 72, кв. 38"
"б-р Шевченко, д. 72, кв. 53"
"б-р Шевченко, д. 72, кв. 54"
"б-р Шевченко, д. 72, кв. 58"
"б-р Шевченко, д. 72, кв. 61"
"б-р Шевченко, д. 72, кв. 64"
"б-р Шевченко, д. 72, кв. 80"
"б-р Шевченко, д. 72, кв. 82"
"б-р Шевченко, д. 72, кв. 83"
"б-р Шевченко, д. 72, кв. 85"
"б-р Шевченко, д. 72, кв. 95"
"б-р Шевченко, д. 72, кв. 96"
"б-р Шевченко, д. 72, кв. 97"
"б-р Шевченко, д. 72, кв. 99"
"б-р Шевченко, д. 76, кв. 109"
"б-р Шевченко, д. 76, кв. 110"
"б-р Шевченко, д. 76, кв. 111"
"б-р Шевченко, д. 76, кв. 112"
"б-р Шевченко, д. 76, кв. 113"
"б-р Шевченко, д. 76, кв. 118"
"б-р Шевченко, д. 76, кв. 119"
"б-р Шевченко, д. 76, кв. 123"
"б-р Шевченко, д. 76, кв. 126"
"б-р Шевченко, д. 76, кв. 127"
"б-р Шевченко, д. 76, кв. 128"
"б-р Шевченко, д. 76, кв. 131"
"б-р Шевченко, д. 76, кв. 132"
"б-р Шевченко, д. 76, кв. 133"
"б-р Шевченко, д. 76, кв. 135"
"б-р Шевченко, д. 76, кв. 136"
"б-р Шевченко, д. 76, кв. 139"
"б-р Шевченко, д. 76, кв. 141"
"б-р Шевченко, д. 76, кв. 142"
"б-р Шевченко, д. 76, кв. 145"
"б-р Шевченко, д. 76, кв. 153"
"б-р Шевченко, д. 76, кв. 155"
"б-р Шевченко, д. 76, кв. 157"
"б-р Шевченко, д. 76, кв. 158"
"б-р Шевченко, д. 76, кв. 159"
"б-р Шевченко, д. 76, кв. 163"
"б-р Шевченко, д. 76, кв. 169"
"б-р Шевченко, д. 76, кв. 172"
"б-р Шевченко, д. 76, кв. 176"
"б-р Шевченко, д. 76, кв. 178"
"б-р Шевченко, д. 76, кв. 179"
"б-р Шевченко, д. 76, кв. 182"
"б-р Шевченко, д. 76, кв. 185"
"б-р Шевченко, д. 76, кв. 186"
"б-р Шевченко, д. 76, кв. 190"
"б-р Шевченко, д. 76, кв. 191"
"б-р Шевченко, д. 76, кв. 196"
"б-р Шевченко, д. 76, кв. 198"
"б-р Шевченко, д. 76, кв. 199"
"б-р Шевченко, д. 76, кв. 200"
"б-р Шевченко, д. 76, кв. 201"
"б-р Шевченко, д. 76, кв. 205"
"б-р Шевченко, д. 76, кв. 206"
"б-р Шевченко, д. 76, кв. 207"
"б-р Шевченко, д. 76, кв. 211"
"б-р Шевченко, д. 76, кв. 212"
"б-р Шевченко, д. 76, кв. 214"
"б-р Шевченко, д. 76, кв. 215"
"б-р Шевченко, д.270, кв.54"
"б-р Шевченко, д.64а, кв.71"
бул Шевченко д. 64А кв.138
бул Шевченко д. 64А кв.139
бул Шевченко д. 64А кв.140
"бул Шевченко, д. 264, кв. 216"
п Осовиахима пер. Виноградный д. 5
п Осовиахима ул Старокрымская д. 2
п Старый Крым ул Комсамольская д.70
п Старый Крым ул Крупской д.73б
"п Старый Крым ул Ленина, д. 114б"
"п Старый Крым ул Ленина, д. 6"
п Старый Крым ул Рабочая остановка д.17
п Старый Крым ул Рабочая остановка д.19
п Старый Крым ул Рабочая остановка д.29
п Старый Крым ул Рабочая остановка д.36
"п Старый Крым, ул Гранитная, 118"
"п Старый Крым, ул Гранитная, 96"
"п Старый Крым, ул Гранкарьер, д.1, кв. 1"
"п Старый Крым, ул Гранкарьер, д.2, кв. 1"
"п Старый Крым, ул Кирова, д. 49"
"п Старый Крым, ул Кирова, д. 50"
"п Старый Крым, ул Кирова, д. 50б"
"п Старый Крым, ул Комсомольская, д. 110"
"п Старый Крым, ул Комсомольская, д. 21"
"п Старый Крым, ул Комсомольская, д. 22"
"п Старый Крым, ул Комсомольская, д. 38"
"п Старый Крым, ул Комсомольская, д. 38а"
"п Старый Крым, ул Комсомольская, д. 60б"
"п Старый Крым, ул Комсомольская, д. 61а"
"п Старый Крым, ул Комсомольская, д. 66"
"п Старый Крым, ул Комсомольская, д. 82"
"п Старый Крым, ул Крупсккой, д. 29"
"п Старый Крым, ул Крупсккой, д. 67"
"п Старый Крым, ул Куйбышева, д. 50"
"п Старый Крым, ул Куйбышева, д. 82а"
"п Старый Крым, ул Ленина, д. 102а"
"п Старый Крым, ул Ленина, д. 110/1"
"п Старый Крым, ул Ленина, д. 86а/1"
"п Старый Крым, ул Рабочая остановка, д. 41"
"п Старый Крым, ул Рабочая остановка, д. 7"
"пер Артиллерийский, 5"
"пер Зенитный, 14"
"пер Кальмиусский, 4"
"пер Кальмиусский, 6"
"пер Кальмиусский, д. 10"
"пер Кальмиусский, д. 8, строение 1"
"пер Кальмиусский, д. 9а"
"пер Кальчанский, д. 6"
"пер Кальчанский, д. 6а"
"пер Нахимова, д.3 кв 1"
"пер Нахимова, д.3 кв 10"
"пер Нахимова, д.3 кв 12"
"пер Нахимова, д.3 кв 13"
"пер Нахимова, д.3 кв 14"
"пер Нахимова, д.3 кв 15"
"пер Нахимова, д.3 кв 16"
"пер Нахимова, д.3 кв 18"
"пер Нахимова, д.3 кв 2"
"пер Нахимова, д.3 кв 20"
"пер Нахимова, д.3 кв 21"
"пер Нахимова, д.3 кв 23"
"пер Нахимова, д.3 кв 24"
"пер Нахимова, д.3 кв 26"
"пер Нахимова, д.3 кв 28"
"пер Нахимова, д.3 кв 29"
"пер Нахимова, д.3 кв 31"
"пер Нахимова, д.3 кв 32"
"пер Нахимова, д.3 кв 33"
"пер Нахимова, д.3 кв 34"
"пер Нахимова, д.3 кв 37"
"пер Нахимова, д.3 кв 38"
"пер Нахимова, д.3 кв 5"
"пер Нахимова, д.3 кв 8"
"пер Нахимова, д.3 кв 9"
"пер Нахимова, д.5 кв 1"
"пер Нахимова, д.5 кв 10"
"пер Нахимова, д.5 кв 12"
"пер Нахимова, д.5 кв 17"
"пер Нахимова, д.5 кв 18"
"пер Нахимова, д.5 кв 2"
"пер Нахимова, д.5 кв 21"
"пер Нахимова, д.5 кв 22"
"пер Нахимова, д.5 кв 24"
"пер Нахимова, д.5 кв 28"
"пер Нахимова, д.5 кв 29"
"пер Нахимова, д.5 кв 30"
"пер Нахимова, д.5 кв 31"
"пер Нахимова, д.5 кв 34"
"пер Нахимова, д.5 кв 35"
"пер Нахимова, д.5 кв 37"
"пер Нахимова, д.5 кв 38"
"пер Нахимова, д.5 кв 40"
"пер Нахимова, д.5 кв 41"
"пер Нахимова, д.5 кв 45"
"пер Нахимова, д.5 кв 8"
"пер Стрелковый, 3"
"пер Стрелковый, 5"
"пер Трамвайный, 9"
"пер Трамвайный, д. 10, кв. 15"
"пер Трамвайный, д. 10, кв. 16"
"пер Украинский, 11"
"пер Украинский, 36б"
"пер Черняховского, 24"
"пр-кт Ленина, д. 92, кв. 66"
"пр-кт Ленина, 102 кв 11"
"пр-кт Ленина, 102 кв 26"
"пр-кт Ленина, 102 кв 29"
"пр-кт Ленина, 102 кв 53"
"пр-кт Ленина, д. 100, кв. 100"
"пр-кт Ленина, д. 100, кв. 101"
"пр-кт Ленина, д. 100, кв. 104"
"пр-кт Ленина, д. 100, кв. 107"
"пр-кт Ленина, д. 100, кв. 11"
"пр-кт Ленина, д. 100, кв. 111"
"пр-кт Ленина, д. 100, кв. 113"
"пр-кт Ленина, д. 100, кв. 114"
"пр-кт Ленина, д. 100, кв. 115"
"пр-кт Ленина, д. 100, кв. 118"
"пр-кт Ленина, д. 100, кв. 119"
"пр-кт Ленина, д. 100, кв. 12"
"пр-кт Ленина, д. 100, кв. 120"
"пр-кт Ленина, д. 100, кв. 122"
"пр-кт Ленина, д. 100, кв. 123"
"пр-кт Ленина, д. 100, кв. 124"
"пр-кт Ленина, д. 100, кв. 125"
"пр-кт Ленина, д. 100, кв. 126"
"пр-кт Ленина, д. 100, кв. 128"
"пр-кт Ленина, д. 100, кв. 13"
"пр-кт Ленина, д. 100, кв. 135"
"пр-кт Ленина, д. 100, кв. 136"
"пр-кт Ленина, д. 100, кв. 137"
"пр-кт Ленина, д. 100, кв. 139"
"пр-кт Ленина, д. 100, кв. 14"
"пр-кт Ленина, д. 100, кв. 140"
"пр-кт Ленина, д. 100, кв. 145"
"пр-кт Ленина, д. 100, кв. 147"
"пр-кт Ленина, д. 100, кв. 150"
"пр-кт Ленина, д. 100, кв. 152"
"пр-кт Ленина, д. 100, кв. 156"
"пр-кт Ленина, д. 100, кв. 157"
"пр-кт Ленина, д. 100, кв. 158"
